ID,TIPO,NM_BAIRRO,NM_DISTRITO,CD_GEOCODMU,NM_MUNICIPIO,NM_MICRO,NM_MESO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LONG,LAT,ALT
1,URBANO,Redondo,"ALTA FLORESTA D'OESTE",1100015,"ALTA FLORESTA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"ALTA FLORESTA D'OESTE",-61.9998238962936,-11.9355403047646,337.735719
2,URBANO,,"FILADÉLFIA D'OESTE",1100015,"ALTA FLORESTA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,15,VILA,"FILADÉLFIA D'OESTE",-62.0438976671535,-12.4372387282654,215.244429
3,URBANO,,IZIDOLÂNDIA,1100015,"ALTA FLORESTA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,20,VILA,IZIDOLÂNDIA,-62.1755494862916,-12.6014154908772,181.044807
4,URBANO,,"NOVA GEASE D'OESTE",1100015,"ALTA FLORESTA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,"NOVA GEASE D'OESTE",-62.3186501358513,-11.9197924573341,191.576571
5,URBANO,,ROLIM DE MOURA DO GUAPORÉ,1100015,"ALTA FLORESTA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,30,VILA,ROLIM DE MOURA DO GUAPORÉ,-62.2768122679487,-13.0798064324339,157.285277
6,URBANO,,"SANTO ANTÔNIO D'OESTE",1100015,"ALTA FLORESTA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,35,VILA,"SANTO ANTÔNIO D'OESTE",-62.1044283378781,-12.0894388225116,407.707855
7,URBANO,,ARIQUEMES,1100023,ARIQUEMES,ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,ARIQUEMES,-63.0332692780484,-9.9084628665672,138.688981
8,URBANO,,CABIXI,1100031,CABIXI,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CABIXI,-60.5443135812009,-13.4997634596963,236.06316
9,RURAL,,CABIXI,1100031,CABIXI,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,PLANALTO SÃO LUIZ,-60.4152064894834,-13.3744467662961,264.992801
10,URBANO,Princesa Isabel,CACOAL,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CACOAL,-61.4429442118224,-11.4338650286852,177.453547
11,URBANO,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,10,VILA,RIOZINHO,-61.3597146164499,-11.5106097543395,173.042902
12,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00007,ALDEIA INDÍGENA,ALDEIA INDÍGENA SURUÍ - LINHA 14,-61.180935111745,-11.1906203464975,256.534383
13,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00006,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 14,-61.1763712958385,-11.2318777790011,258.142759
14,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00005,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 12,-61.2489909815248,-11.2206103219691,205.526414
15,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00004,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 11,-61.3052547594719,-11.1758443437912,227.287546
16,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 10,-61.3227495187781,-11.0959001305961,197.418105
17,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00002,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 9,-61.3603653386002,-11.0913580683086,215.455648
18,RURAL,,RIOZINHO,1100049,CACOAL,CACOAL,LESTE RONDONIENSE,RONDÔNIA,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 8,-61.4108712814245,-11.0827156291769,255.892437
19,URBANO,,CEREJEIRAS,1100056,CEREJEIRAS,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CEREJEIRAS,-60.8184261646815,-13.1950330320399,262.811307
20,URBANO,,COLORADO DO OESTE,1100064,COLORADO DO OESTE,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,COLORADO DO OESTE,-60.5550674630789,-13.1305638414553,419.090613
21,URBANO,,CORUMBIARA,1100072,CORUMBIARA,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CORUMBIARA,-60.9487011706614,-12.9975202364834,269.171178
22,RURAL,,CORUMBIARA,1100072,CORUMBIARA,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,ALTO GUARAJUS,-60.8888152257646,-12.9627022204678,244.836416
23,RURAL,,CORUMBIARA,1100072,CORUMBIARA,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,3,00002,POVOADO,VITÓRIA DA UNIÃO,-61.1286961928154,-13.011655482433,214.161051
24,URBANO,,COSTA MARQUES,1100080,COSTA MARQUES,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,COSTA MARQUES,-64.2316539391172,-12.4360138777142,145.213903
25,URBANO,,PRÍNCIPE DA BEIRA,1100080,COSTA MARQUES,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,2,15,VILA,PRÍNCIPE DA BEIRA,-64.4208600453648,-12.4266797537057,141.902744
26,RURAL,,PRÍNCIPE DA BEIRA,1100080,COSTA MARQUES,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,3,00001,POVOADO,SÃO DOMINGOS,-64.0308512002582,-12.0776772607788,157.955667
27,URBANO,MORADA DO SOL,"ESPIGÃO D'OESTE",1100098,"ESPIGÃO D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"ESPIGÃO D'OESTE",-61.0201731132847,-11.5285546333473,262.527225
28,URBANO,,BOA VISTA DO PACARANA,1100098,"ESPIGÃO D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,10,VILA,BOA VISTA DO PACARANA,-60.8467946129326,-11.0031526126594,208.816933
29,URBANO,,NOVO PARAÍSO,1100098,"ESPIGÃO D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,12,VILA,NOVO PARAÍSO,-60.9238161655818,-11.4616126192937,242.120396
30,URBANO,,FLOR DA SERRA,1100098,"ESPIGÃO D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,15,VILA,FLOR DA SERRA,-60.7512857220306,-11.4053851830604,417.852001
31,URBANO,,NOVA ESPERANÇA,1100098,"ESPIGÃO D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,2,18,VILA,NOVA ESPERANÇA,-61.1320564138505,-11.5037898576071,220.850828
32,URBANO,Dez de Abril,GUAJARÁ-MIRIM,1100106,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,GUAJARÁ-MIRIM,-65.3239518196923,-10.7738837406705,133.414381
33,RURAL,,GUAJARÁ-MIRIM,1100106,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,5,00002,ALDEIA INDÍGENA,POSTO INDÍGENA SANTO ANDRÉ,-64.7530566854107,-10.5042853487987,223.615191
34,RURAL,,GUAJARÁ-MIRIM,1100106,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,5,00001,ALDEIA INDÍGENA,POSTO INDÍGENA TANAJURA,-65.1837372640973,-11.047600215094,148.192506
35,URBANO,,IATA,1100106,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,2,12,VILA,IATA,-65.3828280304954,-10.5898540402373,123.560904
36,URBANO,,SURPRESA,1100106,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,2,22,VILA,SURPRESA,-65.0215214939607,-11.8823104504191,156.513517
37,URBANO,,JARU,1100114,JARU,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,JARU,-62.4762307081317,-10.4359487678844,162.551328
38,URBANO,,BOM JESUS,1100114,JARU,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,10,VILA,BOM JESUS,-62.2407498504001,-10.3154657871915,154.111258
39,URBANO,,SANTA CRUZ DA SERRA,1100114,JARU,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,20,VILA,SANTA CRUZ DA SERRA,-62.587103549393,-10.651473503671,189.119103
40,URBANO,,TARILÂNDIA,1100114,JARU,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,TARILÂNDIA,-62.8013133007427,-10.8569138501545,199.226144
41,RURAL,,TARILÂNDIA,1100114,JARU,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,3,00006,POVOADO,"D'JARU-UARU",-62.9778332250824,-10.9380630013399,250.537008
42,URBANO,Centro,JI-PARANÁ,1100122,JI-PARANÁ,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,JI-PARANÁ,-61.9450945826841,-10.882051318349,157.262673
43,URBANO,,NOVA COLINA,1100122,JI-PARANÁ,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,20,VILA,NOVA COLINA,-61.6931720073576,-10.7917965255095,174.288837
44,URBANO,,NOVA LONDRINA,1100122,JI-PARANÁ,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,NOVA LONDRINA,-62.0098478511538,-11.0647730816189,184.960098
45,URBANO,,"MACHADINHO D'OESTE",1100130,"MACHADINHO D'OESTE",ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"MACHADINHO D'OESTE",-61.9995925724466,-9.42556248,144.19909
46,URBANO,,ORIENTE NOVO,1100130,"MACHADINHO D'OESTE",ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,2,15,VILA,ORIENTE NOVO,-62.3953527070522,-9.58942920024486,175.729542
47,URBANO,,QUINTO BEC,1100130,"MACHADINHO D'OESTE",ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,2,20,VILA,QUINTO BEC,-62.2156695254714,-9.68982120643829,147.162868
48,URBANO,,TABAJARA,1100130,"MACHADINHO D'OESTE",ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,TABAJARA,-62.0567234811129,-8.93336295810437,80.870539
49,URBANO,,"NOVA BRASILÂNDIA D'OESTE",1100148,"NOVA BRASILÂNDIA D'OESTE","ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"NOVA BRASILÂNDIA D'OESTE",-62.308230163019,-11.7213254138559,259.417475
50,URBANO,União,OURO PRETO DO OESTE,1100155,OURO PRETO DO OESTE,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,OURO PRETO DO OESTE,-62.2610551904363,-10.7235739008135,252.167649
51,URBANO,,RONDOMINAS,1100155,OURO PRETO DO OESTE,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,RONDOMINAS,-61.999999642361,-10.5135961939108,193.315746
52,URBANO,,PIMENTA BUENO,1100189,PIMENTA BUENO,VILHENA,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,PIMENTA BUENO,-61.183665673642,-11.67753699,186.174033
53,URBANO,,MARCO RONDON,1100189,PIMENTA BUENO,VILHENA,LESTE RONDONIENSE,RONDÔNIA,2,15,VILA,MARCO RONDON,-60.8600581150897,-12.0134266243568,246.919312
54,URBANO,,PORTO VELHO,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,PORTO VELHO,-63.8314456543611,-8.76889179,86.895415
55,RURAL,,PORTO VELHO,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,3,00013,POVOADO,VILA PRINCESA,-63.9416433668811,-8.84955130915508,124.302333
56,URBANO,,ABUNÃ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,10,VILA,ABUNÃ,-65.3715057261488,-9.68561772719142,108.340813
57,URBANO,,CALAMA,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,15,VILA,CALAMA,-62.871889141589,-8.02541201841792,65.263898
58,URBANO,,DEMARCAÇÃO,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,16,VILA,DEMARCAÇÃO,-62.7778827668526,-8.16692669009705,74.344632
59,URBANO,,EXTREMA,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,17,VILA,EXTREMA,-66.3595502397204,-9.7741695287462,143.159298
60,URBANO,,FORTALEZA DO ABUNÃ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,18,VILA,FORTALEZA DO ABUNÃ,-65.5216204246159,-9.77346400169669,119.564601
61,URBANO,,JACI PARANÁ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,20,VILA,JACI PARANÁ,-64.3951087495412,-9.25266785313145,73.48442
62,URBANO,,MUTUM PARANÁ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,25,VILA,MUTUM PARANÁ,-64.9427072915278,-9.61867241707366,86.0931
63,RURAL,,MUTUM PARANÁ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,3,00014,POVOADO,UNIÃO DOS BANDEIRANTES,-64.5351499459039,-9.71319796817298,168.959692
64,URBANO,,NAZARÉ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,30,VILA,NAZARÉ,-63.3223088427781,-8.16421653931085,50.352849
65,URBANO,,NOVA CALIFÓRNIA,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,35,VILA,NOVA CALIFÓRNIA,-66.6097484179976,-9.76017305002853,158.337431
66,URBANO,,SÃO CARLOS,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,40,VILA,SÃO CARLOS,-63.5299595267409,-8.43757958790174,76.057845
67,URBANO,,VISTA ALEGRE DO ABUNÃ,1100205,PORTO VELHO,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,45,VILA,VISTA ALEGRE DO ABUNÃ,-65.7293287564468,-9.65683247210957,135.507419
68,URBANO,,PRESIDENTE MÉDICI,1100254,PRESIDENTE MÉDICI,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,PRESIDENTE MÉDICI,-61.9094386835298,-11.1732050162268,178.222375
69,URBANO,,ESTRELA DE RONDÔNIA,1100254,PRESIDENTE MÉDICI,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,15,VILA,ESTRELA DE RONDÔNIA,-61.7828823956127,-11.3014549398322,202.979504
70,URBANO,,NOVO RIACHUELO,1100254,PRESIDENTE MÉDICI,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,20,VILA,NOVO RIACHUELO,-61.6578203462112,-11.0829466874201,225.710835
71,URBANO,,VILA BANDEIRA BRANCA,1100254,PRESIDENTE MÉDICI,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,VILA BANDEIRA BRANCA,-61.9198756686955,-11.0791353597626,175.81971
72,URBANO,,VILA CAMARGO,1100254,PRESIDENTE MÉDICI,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,30,VILA,VILA CAMARGO,-61.9757216789519,-11.1303115811011,188.361497
73,URBANO,,RIO CRESPO,1100262,RIO CRESPO,ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,RIO CRESPO,-62.9000103659589,-9.70553670973949,124.322215
74,URBANO,Planalto,ROLIM DE MOURA,1100288,ROLIM DE MOURA,CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,ROLIM DE MOURA,-61.7857809351854,-11.7222589133808,226.711103
75,RURAL,,ROLIM DE MOURA,1100288,ROLIM DE MOURA,CACOAL,LESTE RONDONIENSE,RONDÔNIA,3,00002,POVOADO,NOVA ESTRELA,-61.5494577720207,-11.7304608245934,207.407303
76,URBANO,,"SANTA LUZIA D'OESTE",1100296,"SANTA LUZIA D'OESTE",CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"SANTA LUZIA D'OESTE",-61.7733054630545,-11.908423332469,265.234157
77,URBANO,,VILHENA,1100304,VILHENA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,VILHENA,-60.1385838660987,-12.7413734718029,595.093769
78,RURAL,,VILHENA,1100304,VILHENA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,NOVA CONQUISTA,-60.2870166022146,-12.985353834538,305.06745
79,URBANO,Centro,SÃO MIGUEL DO GUAPORÉ,1100320,SÃO MIGUEL DO GUAPORÉ,"ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,SÃO MIGUEL DO GUAPORÉ,-62.7200634814364,-11.6994897438059,191.082628
80,URBANO,,SANTANA DO GUAPORÉ,1100320,SÃO MIGUEL DO GUAPORÉ,"ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,2,20,VILA,SANTANA DO GUAPORÉ,-62.4968465202488,-11.7258487170354,245.702168
81,URBANO,Centro,NOVA MAMORÉ,1100338,NOVA MAMORÉ,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,NOVA MAMORÉ,-65.3291490231467,-10.4117712947002,150.930604
82,URBANO,,ARARAS,1100338,NOVA MAMORÉ,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,10,VILA,ARARAS,-65.3190201497763,-10.0546151981329,101.414223
83,URBANO,,JACYNÓPOLIS,1100338,NOVA MAMORÉ,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,12,VILA,JACYNÓPOLIS,-64.2869890831847,-10.2690476315081,180.806254
84,URBANO,,NOVA DIMENSÃO,1100338,NOVA MAMORÉ,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,15,VILA,NOVA DIMENSÃO,-64.8064670857149,-10.3706287812305,197.037069
85,URBANO,,PALMEIRAS,1100338,NOVA MAMORÉ,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,20,VILA,PALMEIRAS,-64.973523529344,-10.3777677788383,166.953147
86,URBANO,,"ALVORADA D'OESTE",1100346,"ALVORADA D'OESTE","ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"ALVORADA D'OESTE",-62.2772748656972,-11.3441300234334,182.40013
87,URBANO,,TANCREDÓPOLIS,1100346,"ALVORADA D'OESTE","ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,2,25,VILA,TANCREDÓPOLIS,-62.1754865227264,-11.187569865988,234.148462
88,URBANO,,TERRA BOA,1100346,"ALVORADA D'OESTE","ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,2,30,VILA,TERRA BOA,-62.4600427627476,-11.5099046759491,279.978238
89,URBANO,,ALTO ALEGRE DOS PARECIS,1100379,ALTO ALEGRE DOS PARECIS,CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,ALTO ALEGRE DOS PARECIS,-61.853077168603,-12.1317772245709,396.560544
90,RURAL,,ALTO ALEGRE DOS PARECIS,1100379,ALTO ALEGRE DOS PARECIS,CACOAL,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,FLOR DA SERRA,-61.9159719520423,-12.4569819639799,225.39912
91,URBANO,,ALTO PARAÍSO,1100403,ALTO PARAÍSO,ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,ALTO PARAÍSO,-63.3176294334976,-9.71666673807728,128.000112
92,URBANO,,BURITIS,1100452,BURITIS,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,BURITIS,-63.8296787917565,-10.2098054072356,153.171166
93,URBANO,,NOVO HORIZONTE DO OESTE,1100502,NOVO HORIZONTE DO OESTE,CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,NOVO HORIZONTE DO OESTE,-61.9943876627606,-11.7097429200152,229.511705
94,RURAL,,NOVO HORIZONTE DO OESTE,1100502,NOVO HORIZONTE DO OESTE,CACOAL,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,MIGRANTINÓPOLIS,-62.1445129998384,-11.7311287253328,249.499079
95,URBANO,,CACAULÂNDIA,1100601,CACAULÂNDIA,ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CACAULÂNDIA,-62.9031899345687,-10.3388728393928,161.056558
96,URBANO,,CAMPO NOVO DE RONDÔNIA,1100700,CAMPO NOVO DE RONDÔNIA,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,CAMPO NOVO DE RONDÔNIA,-63.6249914265426,-10.5684164693485,206.148936
97,RURAL,,CAMPO NOVO DE RONDÔNIA,1100700,CAMPO NOVO DE RONDÔNIA,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,3,00001,POVOADO,RIO BRANCO,-64.0645139769788,-10.263917063594,160.037387
98,URBANO,,CANDEIAS DO JAMARI,1100809,CANDEIAS DO JAMARI,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,CANDEIAS DO JAMARI,-63.7000200718298,-8.78502070347748,84.750219
99,RURAL,,CANDEIAS DO JAMARI,1100809,CANDEIAS DO JAMARI,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,3,00001,POVOADO,NOVA SAMUEL,-63.4145293993335,-8.65740284793436,95.647667
100,URBANO,,RIO PRETO DO CANDEIAS,1100809,CANDEIAS DO JAMARI,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,2,20,VILA,RIO PRETO DO CANDEIAS,-63.4652595102607,-9.2815787821821,95.188588
101,URBANO,,CASTANHEIRAS,1100908,CASTANHEIRAS,CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CASTANHEIRAS,-61.9491611964662,-11.4268422254625,214.995394
102,RURAL,,CASTANHEIRAS,1100908,CASTANHEIRAS,CACOAL,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,JARDINÓPOLIS,-61.8892847492659,-11.4958819917619,217.765572
103,URBANO,,CHUPINGUAIA,1100924,CHUPINGUAIA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,CHUPINGUAIA,-60.9018477499554,-12.5568407610938,340.299631
104,RURAL,,CHUPINGUAIA,1100924,CHUPINGUAIA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,3,00002,POVOADO,VILA GUAPORÉ,-60.6866791181352,-12.231814174153,351.286135
105,RURAL,,CHUPINGUAIA,1100924,CHUPINGUAIA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,BOA ESPERANÇA,-61.0440733943323,-12.2983972095357,232.034276
106,URBANO,,CUJUBIM,1100940,CUJUBIM,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,CUJUBIM,-62.5871745319209,-9.37819339905712,110.959894
107,URBANO,,GOVERNADOR JORGE TEIXEIRA,1101005,GOVERNADOR JORGE TEIXEIRA,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,GOVERNADOR JORGE TEIXEIRA,-62.7404576394632,-10.6120717726075,201.781008
108,URBANO,,COLINA VERDE,1101005,GOVERNADOR JORGE TEIXEIRA,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,2,15,VILA,COLINA VERDE,-63.0190806075574,-10.5414755703452,210.999271
109,URBANO,,ITAPUÃ DO OESTE,1101104,ITAPUÃ DO OESTE,PORTO VELHO,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,ITAPUÃ DO OESTE,-63.1823370165183,-9.19187167532785,98.95108
110,URBANO,,MINISTRO ANDREAZZA,1101203,MINISTRO ANDREAZZA,CACOAL,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,MINISTRO ANDREAZZA,-61.5189219301053,-11.1962379841591,266.291526
111,URBANO,,MIRANTE DA SERRA,1101302,MIRANTE DA SERRA,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,MIRANTE DA SERRA,-62.6694270952566,-11.045609289937,211.815643
112,URBANO,,MONTE NEGRO,1101401,MONTE NEGRO,ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,MONTE NEGRO,-63.2955591672175,-10.263097755883,155.400337
113,URBANO,,NOVA UNIÃO,1101435,NOVA UNIÃO,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,NOVA UNIÃO,-62.55508939888,-10.9155320416628,241.493724
114,URBANO,,PARECIS,1101450,PARECIS,VILHENA,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,PARECIS,-61.5979979726776,-12.1798270507077,296.282838
115,URBANO,,PIMENTEIRAS DO OESTE,1101468,PIMENTEIRAS DO OESTE,COLORADO DO OESTE,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,PIMENTEIRAS DO OESTE,-61.0443790025384,-13.4765620024615,170.255529
116,URBANO,,PRIMAVERA DE RONDÔNIA,1101476,PRIMAVERA DE RONDÔNIA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,PRIMAVERA DE RONDÔNIA,-61.3165462429165,-11.8257069542468,244.567351
117,RURAL,,PRIMAVERA DE RONDÔNIA,1101476,PRIMAVERA DE RONDÔNIA,VILHENA,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,QUERÊNCIA DO NORTE,-61.3756728935603,-11.9746840926191,262.403423
118,URBANO,,"SÃO FELIPE D'OESTE",1101484,"SÃO FELIPE D'OESTE",VILHENA,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,"SÃO FELIPE D'OESTE",-61.5125081133327,-11.9143893546886,269.726767
119,RURAL,,"SÃO FELIPE D'OESTE",1101484,"SÃO FELIPE D'OESTE",VILHENA,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,NOVO PARAÍSO,-61.4744220443008,-11.7997378397386,227.564652
120,URBANO,,SÃO FRANCISCO DO GUAPORÉ,1101492,SÃO FRANCISCO DO GUAPORÉ,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,1,05,CIDADE,SÃO FRANCISCO DO GUAPORÉ,-63.5708647107649,-12.0637984122334,165.693726
