ID,TIPO,NM_BAIRRO,NM_DISTRITO,CD_GEOCODMU,NM_MUNICIPIO,NM_MICRO,NM_MESO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LONG,LAT,ALT
17283,URBANO,,SÃO JOÃO NOVO,3550605,SÃO ROQUE,SOROCABA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,6,004,AUI,PINHEIRINHO,-47.0722879281656,-23.5282575,946.258472
17284,URBANO,,SÃO JOÃO NOVO,3550605,SÃO ROQUE,SOROCABA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,6,005,AUI,BAIRRO DO ROSÁRIO,-47.0617411746517,-23.5718510022955,1023.582238
17285,URBANO,,SÃO JOÃO NOVO,3550605,SÃO ROQUE,SOROCABA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,6,006,AUI,BAIRRO DA LAGOA,-47.036250661477,-23.5933199122769,904.087853
17286,URBANO,Centro,SÃO SEBASTIÃO,3550704,SÃO SEBASTIÃO,CARAGUATATUBA,VALE DO PARAÍBA PAULISTA,SÃO PAULO,1,05,CIDADE,SÃO SEBASTIÃO,-45.402680140544,-23.8066876521488,1.362498
17287,URBANO,Maresias,MARESIAS,3550704,SÃO SEBASTIÃO,CARAGUATATUBA,VALE DO PARAÍBA PAULISTA,SÃO PAULO,2,10,VILA,MARESIAS,-45.5628172280314,-23.7824274993031,10.511466
17288,URBANO,,MARESIAS,3550704,SÃO SEBASTIÃO,CARAGUATATUBA,VALE DO PARAÍBA PAULISTA,SÃO PAULO,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA GUARANI DO SÃO SILVERIO,-45.8162327583483,-23.7374370050385,12.882203
17289,URBANO,São Francisco,SÃO FRANCISCO DA PRAIA,3550704,SÃO SEBASTIÃO,CARAGUATATUBA,VALE DO PARAÍBA PAULISTA,SÃO PAULO,2,15,VILA,SÃO FRANCISCO DA PRAIA,-45.414870606808,-23.7596494993036,19.694198
17290,URBANO,,SÃO SEBASTIÃO DA GRAMA,3550803,SÃO SEBASTIÃO DA GRAMA,SÃO JOÃO DA BOA VISTA,CAMPINAS,SÃO PAULO,1,05,CIDADE,SÃO SEBASTIÃO DA GRAMA,-46.8241276257914,-21.7084207919196,929.72259
17291,URBANO,,SÃO SIMÃO,3550902,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,SÃO SIMÃO,-47.5533525399834,-21.479723372164,629.976661
17292,URBANO,Centro,SÃO VICENTE,3551009,SÃO VICENTE,SANTOS,METROPOLITANA DE SÃO PAULO,SÃO PAULO,1,05,CIDADE,SÃO VICENTE,-46.3844908173177,-23.967373,13.940852
17293,URBANO,,SARAPUÍ,3551108,SARAPUÍ,SOROCABA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,1,05,CIDADE,SARAPUÍ,-47.8271959850447,-23.6415065707683,599.76188
17294,URBANO,,COCAES,3551108,SARAPUÍ,SOROCABA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,2,15,VILA,COCAES,-47.7365655020748,-23.6963273649795,620.812653
17295,URBANO,,SARUTAIÁ,3551207,SARUTAIÁ,OURINHOS,ASSIS,SÃO PAULO,1,05,CIDADE,SARUTAIÁ,-49.4831286342664,-23.2744959258442,735.032805
17296,URBANO,,SEBASTIANÓPOLIS DO SUL,3551306,SEBASTIANÓPOLIS DO SUL,NHANDEARA,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,1,05,CIDADE,SEBASTIANÓPOLIS DO SUL,-49.9209224971393,-20.6568804993765,455.915037
17297,URBANO,,SERRA AZUL,3551405,SERRA AZUL,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,SERRA AZUL,-47.563249920264,-21.3102876656624,596.702065
17298,URBANO,,SERRA AZUL,3551405,SERRA AZUL,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,6,001,AUI,VARJÃO,-47.5012723603037,-21.2537767266506,519.501746
17299,URBANO,,SERRANA,3551504,SERRANA,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,SERRANA,-47.5977620963446,-21.209477985,560.757669
17300,URBANO,,SERRA NEGRA,3551603,SERRA NEGRA,AMPARO,CAMPINAS,SÃO PAULO,1,05,CIDADE,SERRA NEGRA,-46.7017913807122,-22.6126935218596,941.409799
17301,URBANO,,SERRA NEGRA,3551603,SERRA NEGRA,AMPARO,CAMPINAS,SÃO PAULO,6,001,AUI,JARDIM DO SALTO,-46.6187784844263,-22.5486850335,748.864818
17302,URBANO,,SERRA NEGRA,3551603,SERRA NEGRA,AMPARO,CAMPINAS,SÃO PAULO,6,002,AUI,PARQUE INDUSTRIAL,-46.7273049976738,-22.6473665568223,990.982909
17303,URBANO,,SERTÃOZINHO,3551702,SERTÃOZINHO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,SERTÃOZINHO,-47.991148431,-21.137021505,545.976988
17304,RURAL,,SERTÃOZINHO,3551702,SERTÃOZINHO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,3,00001,NÚCLEO,USINA SANTA ELISA,-48.0795669731193,-21.107548358609,536.329416
17305,RURAL,,SERTÃOZINHO,3551702,SERTÃOZINHO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,3,00002,NÚCLEO,USINA SANTO ANTÔNIO,-47.9597905071317,-21.1183043184272,591.138282
17306,RURAL,,SERTÃOZINHO,3551702,SERTÃOZINHO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,3,00015,NÚCLEO,USINA SÃO FRANCISCO,-48.1139646313506,-21.1710448190943,528.095693
17307,URBANO,,CRUZ DAS POSSES,3551702,SERTÃOZINHO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,2,10,VILA,CRUZ DAS POSSES,-47.9027941621193,-21.0701001420388,525.784937
17308,RURAL,,CRUZ DAS POSSES,3551702,SERTÃOZINHO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,SÃO PAULO,3,00017,NÚCLEO,USINA ALBERTINA,-47.9693207404496,-21.0382092130251,521.801986
17309,URBANO,,SETE BARRAS,3551801,SETE BARRAS,REGISTRO,LITORAL SUL PAULISTA,SÃO PAULO,1,05,CIDADE,SETE BARRAS,-47.9272169634722,-24.3886037821879,30.71944
17310,URBANO,,SETE BARRAS,3551801,SETE BARRAS,REGISTRO,LITORAL SUL PAULISTA,SÃO PAULO,3,00001,POVOADO,RIBEIRÃO DA SERRA,-47.9375369568772,-24.3663472908061,74.914908
17311,URBANO,,SEVERÍNIA,3551900,SEVERÍNIA,CATANDUVA,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,1,05,CIDADE,SEVERÍNIA,-48.8015339794314,-20.8093857877632,591.393183
17312,URBANO,,SILVEIRAS,3552007,SILVEIRAS,BANANAL,VALE DO PARAÍBA PAULISTA,SÃO PAULO,1,05,CIDADE,SILVEIRAS,-44.8489961031593,-22.6614243463513,641.520239
17313,RURAL,,SILVEIRAS,3552007,SILVEIRAS,BANANAL,VALE DO PARAÍBA PAULISTA,SÃO PAULO,3,00001,POVOADO,MACACOS,-44.8382596990877,-22.812635162536,1013.264508
17314,RURAL,,SILVEIRAS,3552007,SILVEIRAS,BANANAL,VALE DO PARAÍBA PAULISTA,SÃO PAULO,3,00002,POVOADO,BOM JESUS,-44.8521109888824,-22.728447887963,655.756447
17315,URBANO,,SOCORRO,3552106,SOCORRO,AMPARO,CAMPINAS,SÃO PAULO,1,05,CIDADE,SOCORRO,-46.5292115917609,-22.5920299518995,764.529222
17316,URBANO,,SOROCABA,3552205,SOROCABA,SOROCABA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,1,05,CIDADE,SOROCABA,-47.457853253204,-23.499323,591.229374
17317,URBANO,,SUD MENNUCCI,3552304,SUD MENNUCCI,ANDRADINA,ARAÇATUBA,SÃO PAULO,1,05,CIDADE,SUD MENNUCCI,-50.9205265590321,-20.6929434993756,376.221657
17318,URBANO,,"BANDEIRANTES D'OESTE",3552304,SUD MENNUCCI,ANDRADINA,ARAÇATUBA,SÃO PAULO,2,10,VILA,"BANDEIRANTES D'OESTE",-50.8091473552361,-20.6085248501533,406.93621
17319,RURAL,AR1 - Administração Regional do Centro,SUMARÉ,3552403,SUMARÉ,CAMPINAS,CAMPINAS,SÃO PAULO,1,05,CIDADE,SUMARÉ,-47.2658027320901,-22.822145,570.007909
17320,RURAL,AR1 - Administração Regional do Centro,SUMARÉ,3552403,SUMARÉ,CAMPINAS,CAMPINAS,SÃO PAULO,6,004,AUI,PARQUE DANTE MARMIROLLI,-47.2863127468697,-22.8858285,588.191126
17321,RURAL,AR1 - Administração Regional do Centro,SUMARÉ,3552403,SUMARÉ,CAMPINAS,CAMPINAS,SÃO PAULO,6,001,AUI,CHÁCARAS PRIMAVERA,-47.2797163499063,-22.902647,624.974114
17322,RURAL,AR1 - Administração Regional do Centro,SUMARÉ,3552403,SUMARÉ,CAMPINAS,CAMPINAS,SÃO PAULO,6,002,AUI,PARQUE SÃO BENTO,-47.2970247552879,-22.848883,605.570003
17323,RURAL,AR1 - Administração Regional do Centro,SUMARÉ,3552403,SUMARÉ,CAMPINAS,CAMPINAS,SÃO PAULO,6,003,AUI,CHÁCARAS CRUZEIRO DO SUL,-47.2963047258808,-22.884042,644.569109
17324,RURAL,AR2 - Administração Regional de Nova Veneza,NOVA VENEZA,3552403,SUMARÉ,CAMPINAS,CAMPINAS,SÃO PAULO,2,15,VILA,NOVA VENEZA,-47.2221638030205,-22.805257,615.91494
17325,URBANO,,SUZANO,3552502,SUZANO,MOJI DAS CRUZES,METROPOLITANA DE SÃO PAULO,SÃO PAULO,1,05,CIDADE,SUZANO,-46.3078104672882,-23.5368275,745.794812
17326,URBANO,,BOA VISTA PAULISTA,3552502,SUZANO,MOJI DAS CRUZES,METROPOLITANA DE SÃO PAULO,SÃO PAULO,2,10,VILA,BOA VISTA PAULISTA,-46.3030322080698,-23.502366,768.276001
17327,URBANO,,PALMEIRAS DE SÃO PAULO,3552502,SUZANO,MOJI DAS CRUZES,METROPOLITANA DE SÃO PAULO,SÃO PAULO,2,15,VILA,PALMEIRAS DE SÃO PAULO,-46.3198617192473,-23.638112,760.36501
17328,URBANO,,SUZANÁPOLIS,3552551,SUZANÁPOLIS,ANDRADINA,ARAÇATUBA,SÃO PAULO,1,05,CIDADE,SUZANÁPOLIS,-51.0282225865129,-20.5033442669623,353.766243
17329,URBANO,,TABAPUÃ,3552601,TABAPUÃ,CATANDUVA,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,1,05,CIDADE,TABAPUÃ,-49.0326214091866,-20.9576006760593,518.24198
17330,URBANO,,TABAPUÃ,3552601,TABAPUÃ,CATANDUVA,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,001,AUI,SERRINHA,-48.9654024171467,-20.9073939993703,540.179946
17331,URBANO,,TABAPUÃ,3552601,TABAPUÃ,CATANDUVA,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,002,AUI,JAPURA,-49.1230963488588,-20.9971502207758,478.856235
17332,URBANO,,TABATINGA,3552700,TABATINGA,ARARAQUARA,ARARAQUARA,SÃO PAULO,1,05,CIDADE,TABATINGA,-48.6867876140156,-21.7325145,487.042402
17333,URBANO,,CURUPÁ,3552700,TABATINGA,ARARAQUARA,ARARAQUARA,SÃO PAULO,2,10,VILA,CURUPÁ,-48.5806571694231,-21.7214802039806,500.692845
17334,URBANO,,TABOÃO DA SERRA,3552809,TABOÃO DA SERRA,ITAPECERICA DA SERRA,METROPOLITANA DE SÃO PAULO,SÃO PAULO,1,05,CIDADE,TABOÃO DA SERRA,-46.7857800342102,-23.6233285,803.239131
17335,URBANO,,TACIBA,3552908,TACIBA,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,SÃO PAULO,1,05,CIDADE,TACIBA,-51.284773424105,-22.388266261606,403.682391
17336,URBANO,,TAGUAÍ,3553005,TAGUAÍ,OURINHOS,ASSIS,SÃO PAULO,1,05,CIDADE,TAGUAÍ,-49.4057711155675,-23.449814118588,540.894014
17337,URBANO,,TAIAÇU,3553104,TAIAÇU,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,TAIAÇU,-48.5119552220807,-21.1467362736079,579.33126
17338,URBANO,,TAIÚVA,3553203,TAIÚVA,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,TAIÚVA,-48.4539353422828,-21.1295562882791,625.146175
17339,URBANO,1,TAMBAÚ,3553302,TAMBAÚ,SÃO JOÃO DA BOA VISTA,CAMPINAS,SÃO PAULO,1,05,CIDADE,TAMBAÚ,-47.2716155130664,-21.703033,693.877812
17340,RURAL,,TAMBAÚ,3553302,TAMBAÚ,SÃO JOÃO DA BOA VISTA,CAMPINAS,SÃO PAULO,3,00001,POVOADO,SÃO PEDRO DOS MORRINHOS,-47.1978142268941,-21.535032,581.134094
17341,URBANO,,TANABI,3553401,TANABI,SÃO JOSÉ DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,1,05,CIDADE,TANABI,-49.6488201993718,-20.6251121361351,514.707598
17342,URBANO,,TANABI,3553401,TANABI,SÃO JOSÉ DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,001,AUI,ECATU,-49.7240003777859,-20.5424059501263,543.665535
17343,URBANO,,TANABI,3553401,TANABI,SÃO JOSÉ DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,002,AUI,RINCÃO,-49.6570211786262,-20.5251703173655,537.983289
17344,URBANO,,IBIPORANGA,3553401,TANABI,SÃO JOSÉ DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,2,10,VILA,IBIPORANGA,-49.5744403147232,-20.4768421367545,517.951256
17345,URBANO,,TAPIRAÍ,3553500,TAPIRAÍ,PIEDADE,MACRO METROPOLITANA PAULISTA,SÃO PAULO,1,05,CIDADE,TAPIRAÍ,-47.5052882352036,-23.9731482667906,889.772411
17346,URBANO,,TAPIRATIBA,3553609,TAPIRATIBA,SÃO JOÃO DA BOA VISTA,CAMPINAS,SÃO PAULO,1,05,CIDADE,TAPIRATIBA,-46.7455152106836,-21.4718854023054,806.792114
17347,URBANO,,TAPIRATIBA,3553609,TAPIRATIBA,SÃO JOÃO DA BOA VISTA,CAMPINAS,SÃO PAULO,6,001,AUI,SEM DENOMINAÇÃO,-46.7532328738038,-21.46336507184,759.179637
17348,URBANO,,TAQUARAL,3553658,TAQUARAL,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,TAQUARAL,-48.4086549184105,-21.0726085,646.428408
17349,URBANO,,TAQUARITINGA,3553708,TAQUARITINGA,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,TAQUARITINGA,-48.5067421828536,-21.410008,566.253298
17350,URBANO,,GUARIROBA,3553708,TAQUARITINGA,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,2,10,VILA,GUARIROBA,-48.6330884587165,-21.47666,506.97172
17351,URBANO,,JURUPEMA,3553708,TAQUARITINGA,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,2,15,VILA,JURUPEMA,-48.573824016688,-21.367828,510.71799
17352,URBANO,,JURUPEMA,3553708,TAQUARITINGA,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,6,001,AUI,VILA NEGRI,-48.6417537148312,-21.395686,539.231841
17353,URBANO,,TAQUARITUBA,3553807,TAQUARITUBA,ITAPEVA,ITAPETININGA,SÃO PAULO,1,05,CIDADE,TAQUARITUBA,-49.2440885383899,-23.5320605077168,623.509544
17354,URBANO,,TAQUARITUBA,3553807,TAQUARITUBA,ITAPEVA,ITAPETININGA,SÃO PAULO,6,001,AUI,RESIDENCIAL LAZER PORTO TAQUARI,-49.1811951107225,-23.4758703709157,593.562186
17355,URBANO,,TAQUARITUBA,3553807,TAQUARITUBA,ITAPEVA,ITAPETININGA,SÃO PAULO,6,002,AUI,BAIRRO ALEIXO,-49.3204629854278,-23.4943591860597,640.830363
17356,URBANO,,TAQUARITUBA,3553807,TAQUARITUBA,ITAPEVA,ITAPETININGA,SÃO PAULO,6,003,AUI,TAQUARITUBA V,-49.3230910606443,-23.491216818209,650.365947
17357,RURAL,,TAQUARITUBA,3553807,TAQUARITUBA,ITAPEVA,ITAPETININGA,SÃO PAULO,3,00001,LUGAREJO,PORTO TAQUARI,-49.1621133120762,-23.4769162892949,574.063055
17358,URBANO,,TAQUARIVAÍ,3553856,TAQUARIVAÍ,ITAPEVA,ITAPETININGA,SÃO PAULO,1,05,CIDADE,TAQUARIVAÍ,-48.697328636962,-23.9192571496529,684.669817
17359,URBANO,,TARABAI,3553906,TARABAI,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,SÃO PAULO,1,05,CIDADE,TARABAI,-51.5595725755548,-22.3016682954719,444.574174
17360,URBANO,,TARUMÃ,3553955,TARUMÃ,ASSIS,ASSIS,SÃO PAULO,1,05,CIDADE,TARUMÃ,-50.5765651350867,-22.7447711942842,450.766183
17361,URBANO,Centro,TATUÍ,3554003,TATUÍ,TATUÍ,ITAPETININGA,SÃO PAULO,1,05,CIDADE,TATUÍ,-47.8494640336609,-23.3485765,622.416672
17362,URBANO,Centro,TAUBATÉ,3554102,TAUBATÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,1,05,CIDADE,TAUBATÉ,-45.5566086966874,-23.0265555,586.078506
17363,URBANO,Quiririm,QUIRIRIM,3554102,TAUBATÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,2,10,VILA,QUIRIRIM,-45.6303061675466,-23.0313415,548.609916
17364,URBANO,Piracangaguá,QUIRIRIM,3554102,TAUBATÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,001,AUI,VILA VELHA,-45.6272435641441,-23.1127328336059,625.556545
17365,URBANO,,TEJUPÁ,3554201,TEJUPÁ,OURINHOS,ASSIS,SÃO PAULO,1,05,CIDADE,TEJUPÁ,-49.3774419611386,-23.3405917462502,709.357166
17366,URBANO,,TEJUPÁ,3554201,TEJUPÁ,OURINHOS,ASSIS,SÃO PAULO,6,001,AUI,NOVA PIRAJU,-49.2336486003763,-23.3034779993138,604.902813
17367,URBANO,,ÁGUAS VIRTUOSAS,3554201,TEJUPÁ,OURINHOS,ASSIS,SÃO PAULO,2,10,VILA,ÁGUAS VIRTUOSAS,-49.3480117776882,-23.3990799993116,652.281895
17368,URBANO,,RIBEIRÃO BONITO,3554201,TEJUPÁ,OURINHOS,ASSIS,SÃO PAULO,2,20,VILA,RIBEIRÃO BONITO,-49.2548610223023,-23.4031824993116,636.770469
17369,URBANO,,TEODORO SAMPAIO,3554300,TEODORO SAMPAIO,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,SÃO PAULO,1,05,CIDADE,TEODORO SAMPAIO,-52.1711948221637,-22.531007,352.749829
17370,URBANO,,PLANALTO DO SUL,3554300,TEODORO SAMPAIO,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,SÃO PAULO,2,25,VILA,PLANALTO DO SUL,-52.2437710684183,-22.3151835,402.152547
17371,URBANO,,TERRA ROXA,3554409,TERRA ROXA,JABOTICABAL,RIBEIRÃO PRETO,SÃO PAULO,1,05,CIDADE,TERRA ROXA,-48.3415361372325,-20.7878416566549,515.714385
17372,URBANO,,TIETÊ,3554508,TIETÊ,PIRACICABA,PIRACICABA,SÃO PAULO,1,05,CIDADE,TIETÊ,-47.7114725279963,-23.097889485,483.841134
17373,URBANO,,TIETÊ,3554508,TIETÊ,PIRACICABA,PIRACICABA,SÃO PAULO,6,001,AUI,NOSSA SENHORA DE FÁTIMA,-47.6640551313484,-23.155366005,523.415306
17374,RURAL,,TIETÊ,3554508,TIETÊ,PIRACICABA,PIRACICABA,SÃO PAULO,3,00001,POVOADO,SETE FOGÕES,-47.6091995624906,-23.0933368889218,516.040608
17375,URBANO,,TIMBURI,3554607,TIMBURI,OURINHOS,ASSIS,SÃO PAULO,1,05,CIDADE,TIMBURI,-49.6035428949314,-23.2023633829603,810.952149
17376,URBANO,,TORRE DE PEDRA,3554656,TORRE DE PEDRA,TATUÍ,ITAPETININGA,SÃO PAULO,1,05,CIDADE,TORRE DE PEDRA,-48.1982388398873,-23.2437695272621,582.709068
17377,URBANO,,TORRINHA,3554706,TORRINHA,RIO CLARO,PIRACICABA,SÃO PAULO,1,05,CIDADE,TORRINHA,-48.1721575851456,-22.4274936146981,794.435208
17378,URBANO,,TRABIJU,3554755,TRABIJU,ARARAQUARA,ARARAQUARA,SÃO PAULO,1,05,CIDADE,TRABIJU,-48.3401833937535,-22.0380736470599,528.44563
17379,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,1,05,CIDADE,TREMEMBÉ,-45.5507468823468,-22.9604152053933,561.411205
17380,RURAL,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,4,00002,PROJETO DE ASSENTAMENTO,AGROVILA DO PA CONQUISTA,-45.5349840428958,-22.9772473416232,562.941714
17381,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,001,AUI,JARDIM MARACAIBO B,-45.6397767124257,-22.9596633697587,579.591981
17382,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,002,AUI,ALBERTO RONCONI - FLÔR DO CAMPO,-45.6217391383357,-22.9596383629752,550.433848
17383,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,003,AUI,JARDIM MARACAIBO A,-45.6308433972142,-22.9623162686795,553.338727
17384,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,004,AUI,CHÁCARAS RECANTO SÃO LUIZ,-45.5961799377381,-22.9164825811842,621.088989
17385,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,005,AUI,VILLAGE DA SERRA,-45.5904208157861,-22.925925392801,568.593929
17386,RURAL,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,3,00001,POVOADO,PADRE ETERNO,-45.5304774014359,-22.9369353733504,546.646237
17387,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,006,AUI,ZONA URBANA 3 MARACAIBO,-45.6312756094395,-22.9575573603141,560.241661
17388,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,007,AUI,ZONA URBANA 2 PARQUE SÃO LUIZ,-45.5907075811173,-22.9004402384549,574.173236
17389,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,008,AUI,ZONA URBANA 6 KANEGAI,-45.5706252665597,-22.9246078523431,542.719851
17390,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,009,AUI,ZONA URBANA 5 AEROCLUBE,-45.5927013080019,-22.9461409948406,551.470656
17391,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,010,AUI,ZONA URBANA 7 ATERRADO,-45.5691099713469,-22.9603295022149,537.094538
17392,URBANO,,TREMEMBÉ,3554805,TREMEMBÉ,SÃO JOSÉ DOS CAMPOS,VALE DO PARAÍBA PAULISTA,SÃO PAULO,6,011,AUI,ZONA URBANA 4 RECANTO FELIZ,-45.508293850313,-22.9766032065802,555.836947
17393,URBANO,,TRÊS FRONTEIRAS,3554904,TRÊS FRONTEIRAS,JALES,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,1,05,CIDADE,TRÊS FRONTEIRAS,-50.8848827854553,-20.228012803364,424.673476
17394,URBANO,,TRÊS FRONTEIRAS,3554904,TRÊS FRONTEIRAS,JALES,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,001,AUI,GUANABARA,-50.9278406256402,-20.2867754768718,342.12877
17395,URBANO,,TRÊS FRONTEIRAS,3554904,TRÊS FRONTEIRAS,JALES,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,002,AUI,ITAMARACÁ,-50.9147699130745,-20.2778680496951,338.134004
17396,URBANO,,TRÊS FRONTEIRAS,3554904,TRÊS FRONTEIRAS,JALES,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,6,003,AUI,ÁREA DE LAZER,-50.92884995185,-20.2979346933652,342.344592
17397,URBANO,,TUIUTI,3554953,TUIUTI,BRAGANÇA PAULISTA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,1,05,CIDADE,TUIUTI,-46.6970238595325,-22.8147561551633,785.914385
17398,URBANO,,TUIUTI,3554953,TUIUTI,BRAGANÇA PAULISTA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,6,001,AUI,BAIRRO DO ARRAIAL,-46.6481840906006,-22.8352950486186,844.723973
17399,URBANO,,TUIUTI,3554953,TUIUTI,BRAGANÇA PAULISTA,MACRO METROPOLITANA PAULISTA,SÃO PAULO,6,002,AUI,BAIRRO DO PASSA TRÊS,-46.7176114175062,-22.8561302339496,784.521777
17400,URBANO,,TUPÃ,3555000,TUPÃ,TUPÃ,MARÍLIA,SÃO PAULO,1,05,CIDADE,TUPÃ,-50.514006421723,-21.93482151,528.065243
17401,URBANO,,PARNASO,3555000,TUPÃ,TUPÃ,MARÍLIA,SÃO PAULO,2,15,VILA,PARNASO,-50.4400645647163,-21.944701485,538.078725
17402,URBANO,,UNIVERSO,3555000,TUPÃ,TUPÃ,MARÍLIA,SÃO PAULO,2,20,VILA,UNIVERSO,-50.5977472997857,-21.902831505,519.566859
17403,URBANO,,VARPA,3555000,TUPÃ,TUPÃ,MARÍLIA,SÃO PAULO,2,25,VILA,VARPA,-50.542985624848,-22.077253485,403.687903
17404,URBANO,,TUPI PAULISTA,3555109,TUPI PAULISTA,DRACENA,PRESIDENTE PRUDENTE,SÃO PAULO,1,05,CIDADE,TUPI PAULISTA,-51.5767205759711,-21.3863953176887,400.129673
17405,URBANO,,OÁSIS,3555109,TUPI PAULISTA,DRACENA,PRESIDENTE PRUDENTE,SÃO PAULO,2,15,VILA,OÁSIS,-51.5322142668727,-21.419036743958,396.347251
17406,URBANO,,TURIÚBA,3555208,TURIÚBA,BIRIGUI,ARAÇATUBA,SÃO PAULO,1,05,CIDADE,TURIÚBA,-50.1094417505193,-20.9502350891825,446.720391
